,region,code,full_indicator_name,year,value
6384,Europe & Central Asia,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",2004,
6385,Europe & Central Asia,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),2004,15955864646701.9
6386,Europe & Central Asia,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",2004,2.6286608997309
6387,Europe & Central Asia,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),2004,24.503234863281303
6388,Europe & Central Asia,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),2004,
6389,Europe & Central Asia,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",2004,97.39579
6390,Europe & Central Asia,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",2004,51.629132356623295
6391,Europe & Central Asia,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),2004,76.7892583482675
6392,Europe & Central Asia,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),2004,
6393,Europe & Central Asia,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",2004,
6394,Europe & Central Asia,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),2004,
6395,Europe & Central Asia,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),2004,
6396,European Union,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",2004,
6397,European Union,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),2004,13484056415373.5
6398,European Union,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",2004,2.5165007427958903
6399,European Union,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),2004,23.333614349365202
6400,European Union,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),2004,
6401,European Union,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",2004,98.46919
6402,European Union,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",2004,51.159418479886796
6403,European Union,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),2004,75.1556054789357
6404,European Union,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),2004,
6405,European Union,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",2004,
6406,European Union,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),2004,
6407,European Union,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),2004,
6408,Latin America & Caribbean,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",2004,
6409,Latin America & Caribbean,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),2004,3326640758524.36
6410,Latin America & Caribbean,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",2004,2.59518945213041
6411,Latin America & Caribbean,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),2004,36.95811080932621
6412,Latin America & Caribbean,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),2004,
6413,Latin America & Caribbean,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",2004,89.22839
6414,Latin America & Caribbean,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",2004,50.4821713451442
6415,Latin America & Caribbean,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),2004,64.1951648432987
6416,Latin America & Caribbean,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),2004,
6417,Latin America & Caribbean,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",2004,
6418,Latin America & Caribbean,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),2004,
6419,Latin America & Caribbean,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),2004,36.6901213049079
6420,Middle East & North Africa,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",2004,
6421,Middle East & North Africa,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),2004,1582105278054.46
6422,Middle East & North Africa,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",2004,1.8087047213091298
6423,Middle East & North Africa,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),2004,
6424,Middle East & North Africa,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),2004,
6425,Middle East & North Africa,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",2004,65.08784
6426,Middle East & North Africa,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",2004,48.7587729305146
6427,Middle East & North Africa,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),2004,
6428,Middle East & North Africa,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),2004,
6429,Middle East & North Africa,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",2004,
6430,Middle East & North Africa,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),2004,
6431,Middle East & North Africa,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),2004,37.262224534416205
6432,North America,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",2004,
6433,North America,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),2004,13103046058620.1
6434,North America,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",2004,2.28580059928077
6435,North America,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),2004,
6436,North America,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),2004,
6437,North America,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",2004,
6438,North America,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",2004,50.646039055336296
6439,North America,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),2004,81.1000718354427
6440,North America,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),2004,
6441,North America,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",2004,
6442,North America,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),2004,
6443,North America,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),2004,
6444,Pacific island small states,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",2004,
6445,Pacific island small states,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),2004,
6446,Pacific island small states,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",2004,0.832337595842965
6447,Pacific island small states,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),2004,
6448,Pacific island small states,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),2004,
6449,Pacific island small states,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",2004,
6450,Pacific island small states,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",2004,49.03110577026529
6451,Pacific island small states,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),2004,
6452,Pacific island small states,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),2004,
6453,Pacific island small states,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",2004,
6454,Pacific island small states,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),2004,
6455,Pacific island small states,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),2004,
6456,South Asia,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",2004,
6457,South Asia,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),2004,1152060067169.2
6458,South Asia,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",2004,0.32087346135102196
6459,South Asia,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),2004,
6460,South Asia,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),2004,
6461,South Asia,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",2004,48.91672
6462,South Asia,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",2004,48.3489300202831
6463,South Asia,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),2004,
6464,South Asia,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),2004,
6465,South Asia,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",2004,
6466,South Asia,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),2004,
6467,South Asia,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),2004,28.9615445617719
6468,Sub-Saharan Africa,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",2004,
6469,Sub-Saharan Africa,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),2004,742914616225.437
6470,Sub-Saharan Africa,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",2004,1.59918909688594
6471,Sub-Saharan Africa,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),2004,
6472,Sub-Saharan Africa,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),2004,
6473,Sub-Saharan Africa,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",2004,50.28788
6474,Sub-Saharan Africa,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",2004,50.24333181972
6475,Sub-Saharan Africa,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),2004,
6476,Sub-Saharan Africa,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),2004,
6477,Sub-Saharan Africa,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",2004,
6478,Sub-Saharan Africa,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),2004,
6479,Sub-Saharan Africa,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),2004,56.73201718213161
6480,Arab World,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",2005,
6481,Arab World,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),2005,1277054043931.93
6482,Arab World,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",2005,1.94655931019476
6483,Arab World,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),2005,
6484,Arab World,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),2005,
6485,Arab World,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",2005,52.39496
6486,Arab World,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",2005,48.75629713773021
6487,Arab World,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),2005,
6488,Arab World,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),2005,
6489,Arab World,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",2005,
6490,Arab World,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),2005,
6491,Arab World,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),2005,39.052705621593795
6492,Caribbean small states,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",2005,
6493,Caribbean small states,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),2005,
6494,Caribbean small states,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",2005,2.18929189532449
6495,Caribbean small states,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),2005,34.2277183532715
6496,Caribbean small states,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),2005,
6497,Caribbean small states,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",2005,91.55682
6498,Caribbean small states,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",2005,50.4369720224011
6499,Caribbean small states,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),2005,
6500,Caribbean small states,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),2005,
6501,Caribbean small states,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",2005,
6502,Caribbean small states,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),2005,
6503,Caribbean small states,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),2005,43.0932209536355
6504,East Asia & Pacific,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",2005,
6505,East Asia & Pacific,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),2005,
6506,East Asia & Pacific,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",2005,1.0932977193120401
6507,East Asia & Pacific,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),2005,
6508,East Asia & Pacific,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),2005,
6509,East Asia & Pacific,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",2005,90.26026
6510,East Asia & Pacific,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",2005,49.2443580318167
6511,East Asia & Pacific,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),2005,
6512,East Asia & Pacific,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),2005,
6513,East Asia & Pacific,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",2005,
6514,East Asia & Pacific,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),2005,
6515,East Asia & Pacific,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),2005,
6516,Euro area,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",2005,
6517,Euro area,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),2005,10223248951970.8
6518,Euro area,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",2005,2.7038390624468795
6519,Euro area,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),2005,24.5794696807861
6520,Euro area,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),2005,
6521,Euro area,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",2005,98.18045
6522,Euro area,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",2005,51.0724444894924
6523,Euro area,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),2005,74.13865381146671
6524,Euro area,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),2005,
6525,Euro area,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",2005,
6526,Euro area,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),2005,
6527,Euro area,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),2005,
6528,Europe & Central Asia,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",2005,
6529,Europe & Central Asia,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),2005,16405730862757.9
6530,Europe & Central Asia,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",2005,2.74207642302389
6531,Europe & Central Asia,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),2005,24.5794696807861
6532,Europe & Central Asia,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),2005,
6533,Europe & Central Asia,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",2005,97.49974
6534,Europe & Central Asia,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",2005,51.625286216163204
6535,Europe & Central Asia,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),2005,76.7423432423369
6536,Europe & Central Asia,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),2005,
6537,Europe & Central Asia,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",2005,
6538,Europe & Central Asia,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),2005,
6539,Europe & Central Asia,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),2005,
6540,European Union,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",2005,
6541,European Union,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),2005,13732879907664.7
6542,European Union,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",2005,2.42539198729068
6543,European Union,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),2005,23.599739074707
6544,European Union,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),2005,
6545,European Union,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",2005,98.46375
6546,European Union,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",2005,51.1430340846156
6547,European Union,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),2005,75.6103811018859
6548,European Union,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),2005,
6549,European Union,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",2005,
6550,European Union,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),2005,
6551,European Union,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),2005,
6552,Latin America & Caribbean,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",2005,
6553,Latin America & Caribbean,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),2005,3489484300438.54
6554,Latin America & Caribbean,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",2005,2.7498480714782594
6555,Latin America & Caribbean,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),2005,
6556,Latin America & Caribbean,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),2005,
6557,Latin America & Caribbean,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",2005,89.7688
6558,Latin America & Caribbean,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",2005,50.4884131618443
6559,Latin America & Caribbean,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),2005,65.1767143871657
6560,Latin America & Caribbean,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),2005,
6561,Latin America & Caribbean,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",2005,
6562,Latin America & Caribbean,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),2005,
6563,Latin America & Caribbean,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),2005,36.775591204125
6564,Middle East & North Africa,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",2005,
6565,Middle East & North Africa,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),2005,1715030406339.99
6566,Middle East & North Africa,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",2005,1.7293733087166399
6567,Middle East & North Africa,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),2005,
6568,Middle East & North Africa,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),2005,
6569,Middle East & North Africa,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",2005,59.351580000000006
6570,Middle East & North Africa,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",2005,48.68656270922529
6571,Middle East & North Africa,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),2005,
6572,Middle East & North Africa,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),2005,
6573,Middle East & North Africa,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",2005,
6574,Middle East & North Africa,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),2005,
6575,Middle East & North Africa,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),2005,37.269109769238895
6576,North America,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",2005,
6577,North America,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),2005,13516423562455.2
6578,North America,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",2005,2.2387780884773902
6579,North America,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),2005,
6580,North America,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),2005,
6581,North America,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",2005,
6582,North America,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",2005,50.6323397053428
6583,North America,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),2005,81.2282797739614
6584,North America,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),2005,
6585,North America,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",2005,
6586,North America,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),2005,
6587,North America,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),2005,
6588,Pacific island small states,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",2005,
6589,Pacific island small states,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),2005,
6590,Pacific island small states,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",2005,0.811717392410104
6591,Pacific island small states,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),2005,
6592,Pacific island small states,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),2005,
6593,Pacific island small states,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",2005,
6594,Pacific island small states,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",2005,49.0436339291496
6595,Pacific island small states,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),2005,
6596,Pacific island small states,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),2005,
6597,Pacific island small states,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",2005,
6598,Pacific island small states,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),2005,
6599,Pacific island small states,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),2005,
6600,South Asia,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",2005,
6601,South Asia,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),2005,1248726575588.16
6602,South Asia,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",2005,0.348437480923101
6603,South Asia,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),2005,
6604,South Asia,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),2005,
6605,South Asia,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",2005,48.108470000000004
6606,South Asia,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",2005,48.3512683002153
6607,South Asia,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),2005,43.925766450029705
6608,South Asia,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),2005,
6609,South Asia,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",2005,
6610,South Asia,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),2005,
6611,South Asia,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),2005,29.1836508320681
6612,Sub-Saharan Africa,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",2005,
6613,Sub-Saharan Africa,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),2005,771565185216.271
6614,Sub-Saharan Africa,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",2005,1.5809782054628199
6615,Sub-Saharan Africa,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),2005,
6616,Sub-Saharan Africa,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),2005,
6617,Sub-Saharan Africa,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",2005,49.56174
6618,Sub-Saharan Africa,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",2005,50.23826374615621
6619,Sub-Saharan Africa,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),2005,
6620,Sub-Saharan Africa,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),2005,
